id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,xcoord,ycoord,insample,_source
1468,09jan2008,2008,1,9,315,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,3,24,2851,GRAVOIS AVE,2851,GRAVOIS,QUIKTRIP,,897916.5,1008451,1,January2008.dta
1677,10jan2008,2008,1,10,1209,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,65,4216,N 22ND ST,4216,N 22ND,,,903340.31,1031180,1,January2008.dta
1682,10jan2008,2008,1,10,1300,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,9,77,3800,DR MARTIN LUTHER KIN,3800,DR MARTIN L KING,,,896746.88,1025911,1,January2008.dta
1905,11jan2008,2008,1,11,1600,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,61,1514,CASS AVE,1514,CASS,,REAR,906523.88,1021998,1,January2008.dta
1967,11jan2008,2008,1,11,2057,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,66,1507,E COLLEGE AVE,1507,E COLLEGE,,,902443.13,1035491,1,January2008.dta
2193,12jan2008,2008,1,12,2230,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,51,5031,WELLS AVE,5031,WELLS,,,887928.38,1030300,1,January2008.dta
2221,13jan2008,2008,1,13,56,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,0,4511,MCMILLAN AVE,4511,MCMILLAN,ON THE STREET,,891120.69,1026735,1,January2008.dta
2605,15jan2008,2008,1,15,1415,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,51,5027,MINERVA AVE,5027,MINERVA,,,887884.38,1029675,1,January2008.dta
2624,15jan2008,2008,1,15,1618,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,50,5403,SAINT LOUIS AVE,5403,ST LOUIS,,ALIAS ST LOUIS/ARLINGTON,887348.13,1034964,1,January2008.dta
2693,15jan2008,2008,1,15,2328,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,5,4340,FRIEDA AVE,4340,FRIEDA,,,885990.13,999496.69,1,January2008.dta
2846,16jan2008,2008,1,16,2101,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,4,4301,HOLLY HILLS BLVD,4301,HOLLY HILLS,,,884946.19,996338.5,1,January2008.dta
2989,17jan2008,2008,1,17,2051,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,2,285,KOELN AVE,0,KOELN,,,889146.63,988951.81,1,January2008.dta
3000,17jan2008,2008,1,17,2208,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,16,4033,CALIFORNIA AVE,4033,CALIFORNIA,,,896600.63,1000924,1,January2008.dta
3063,18jan2008,2008,1,18,910,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,66,1916,E LINTON AVE,1916,LINTON,,,902591.63,1034929,1,January2008.dta
3163,18jan2008,2008,1,18,2000,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,53,781,N EUCLID AVE,0,N EUCLID,,,888670.31,1026494,1,January2008.dta
3186,18jan2008,2008,1,18,2200,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,68,4242,RED BUD AVE,4242,RED BUD,,,898226.69,1034427,1,January2008.dta
3216,19jan2008,2008,1,19,400,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,9,0,2662,HICKORY ST,2662,HICKORY,,REAR ALLEY,899956.81,1014976,1,January2008.dta
3734,22jan2008,2008,1,22,1630,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,3,30,3259,NEBRASKA AVE,3259,NEBRASKA,,,896774.31,1006005,1,January2008.dta
3764,22jan2008,2008,1,22,2030,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,68,4122,RED BUD AVE,4122,RED BUD,,REAR,897701.63,1033596,1,January2008.dta
3797,23jan2008,2008,1,23,25,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,3,13,1814,ALFRED AVE,1814,ALFRED,,,889066.13,1013905,1,January2008.dta
3808,23jan2008,2008,1,23,311,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,2,9,6338,OLEATHA AVE,6338,OLEATHA,,ALLEY,878050.13,1006594,1,January2008.dta
3870,23jan2008,2008,1,23,1440,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,3,25,3301,ARSENAL ST,3301,ARSENAL,,,895453.81,1008256,1,January2008.dta
3923,23jan2008,2008,1,23,2038,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,32,1232,MISSOURI AVE,1232,MISSOURI,,,901035.13,1014648,1,January2008.dta
4039,24jan2008,2008,1,24,1915,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,70,4300,GOODFELLOW BLVD,4300,GOODFELLOW,,,886692.31,1040667,1,January2008.dta
4335,26jan2008,2008,1,26,1615,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,61,1301,HOGAN ST,0,HOGAN,,,904929.88,1022372,1,January2008.dta
4401,26jan2008,2008,1,26,2319,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",No,No,Yes,1,6,72,5728,W FLORISSANT AVE,5728,W FLORISSANT,,,892558.13,1044850,1,January2008.dta
4427,27jan2008,2008,1,27,100,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,9,38,300,N TAYLOR AVE,0,N TAYLOR,,,889470.13,1023382,1,January2008.dta
4656,28jan2008,2008,1,28,1613,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,68,4046,N NEWSTEAD AVE,4046,N NEWSTEAD,,,896270.31,1034043,1,January2008.dta
4670,28jan2008,2008,1,28,1759,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,56,4641,LEDUC ST,4641,LEDUC,,,891234.63,1030212,1,January2008.dta
4789,29jan2008,2008,1,29,1305,January,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,0,2026,E PRAIRIE AVE,2026,E PRAIRIE,,,902513.19,1033903,1,January2008.dta
5656,30jan2008,2008,1,30,1510,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,51,5129,PAGE BLVD,5126,MINERVA,,,886610.38,1029540,1,February2008.dta
5657,30jan2008,2008,1,30,1600,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,68,4400,RED BUD AVE,4400,RED BUD,,,898304.88,1034792,1,February2008.dta
5782,01feb2008,2008,2,1,1648,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,69,4432,BESSIE AVE,4432,BESSIE,,,896358,1035163,1,February2008.dta
5833,02feb2008,2008,2,2,238,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,51,1420,ACADEMY AVE,1420,ACADEMY,,,887263.19,1030324,1,February2008.dta
5850,02feb2008,2008,2,2,928,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,55,4854,LABADIE AVE,4854,LABADIE,,,891019.19,1032944,1,February2008.dta
6024,02feb2008,2008,2,2,2308,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,3,18,3730,SALENA ST,3730,SALENA,,,899916.69,1002438,1,February2008.dta
6107,03feb2008,2008,2,3,1445,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,71,4959,CLAXTON AVE,4959,CLAXTON,VACANT LOT,,891914.81,1040462,1,February2008.dta
6264,04feb2008,2008,2,4,1016,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,59,3500,N GRAND BLVD,3500,N GRAND,,,900818.63,1029033,1,February2008.dta
6286,04feb2008,2008,2,4,1350,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,0,925,N SARAH ST,0,N SARAH,,,893653.81,1024763,1,February2008.dta
6333,04feb2008,2008,2,4,1832,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,60,2313,UNIVERSITY ST,2313,UNIVERSITY,,,903791.31,1026938,1,February2008.dta
6367,04feb2008,2008,2,4,2218,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,61,1545,CARR ST,1545,CARR,,,905664.13,1021110,1,February2008.dta
6413,05feb2008,2008,2,5,842,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,66,1000,PRAIRIE AVE,1000,PRAIRIE,,,903718.13,1034835,1,February2008.dta
6475,05feb2008,2008,2,5,2058,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,59,0,N GRAND BLVD / NATUR,0,N GRAND,,165CXG,901069.31,1029712,1,February2008.dta
6561,06feb2008,2008,2,6,1300,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,16,461,WALSH ST,0,WALSH,,,893339.31,995772.38,1,February2008.dta
6579,06feb2008,2008,2,6,1633,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,55,4715,PALM ST,4715,PALM,,,892949.31,1033904,1,February2008.dta
6586,06feb2008,2008,2,6,1703,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,72,5453,GILMORE AVE,5453,GILMORE,,,891567.31,1044831,1,February2008.dta
6639,06feb2008,2008,2,6,2255,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",No,No,Yes,1,4,33,1416,PEABODY CT,1416,PEABODY CT,CLINTON PEABODY,REAR,904341.31,1013733,1,February2008.dta
6695,07feb2008,2008,2,7,1315,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,56,4318,NATURAL BRIDGE AVE,4318,NATURAL BRIDGE,O REILLY AUTO PARTS,,895721.81,1032526,1,February2008.dta
6762,07feb2008,2008,2,7,2105,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,59,3802,LABADIE AVE,3802,LABADIE,,,899011.88,1028511,1,February2008.dta
6795,08feb2008,2008,2,8,445,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,35,306,N TUCKER BLVD,0,N TUCKER,CENTRAL PARKING GARAGE,PARKING GARAGE,906797.81,1018433,1,February2008.dta
6916,08feb2008,2008,2,8,2143,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,9,29,3850,FOLSOM AVE,3850,FOLSOM,,,893395.81,1014729,1,February2008.dta
7039,09feb2008,2008,2,9,1806,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,63,2700,N FLORISSANT AVE,2700,N FLORISSANT,,,906058.88,1025726,1,February2008.dta
7403,12feb2008,2008,2,12,2123,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,76,6019,SHULTE AVE,6019,SHULTE,,IN ALLEY,890665.88,1046544,1,February2008.dta
7440,13feb2008,2008,2,13,200,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,72,4977,PLOVER AVE,4977,PLOVER,,,890290.13,1042641,1,February2008.dta
7502,13feb2008,2008,2,13,1205,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,51,5009,MAPLE AVE,5009,MAPLE,,NORTHSIDE OF AUTO ZONE,887970.31,1028958,1,February2008.dta
7606,14feb2008,2008,2,14,1,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,9,38,0,MARYLAND AVE / N EUC,4401,EVANS,,,888340.13,1023682,1,February2008.dta
7622,14feb2008,2008,2,14,436,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,53,4900,FOUNTAIN AVE,4900,FOUNTAIN,,,888700.13,1027358,1,February2008.dta
7700,14feb2008,2008,2,14,1520,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,51,1215,N KINGSHIGHWAY BLVD,1215,N KINGSHIGHWAY,,,888084.38,1028777,1,February2008.dta
7920,15feb2008,2008,2,15,2210,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,72,5040,DAVISON AVE,5040,DAVISON,,,891238.19,1041578,1,February2008.dta
7959,16feb2008,2008,2,16,533,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,50,5910,NATURAL BRIDGE AVE,5910,NATURAL BRIDGE,,,884948.63,1039085,1,February2008.dta
7970,16feb2008,2008,2,16,1037,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,76,5790,FLOY AVE,5790,FLOY,,,890288.38,1048310,1,February2008.dta
8002,16feb2008,2008,2,16,1534,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,76,6321,SHERRY AVE,6321,SHERRY,,,887872.63,1045159,1,February2008.dta
8198,17feb2008,2008,2,17,2217,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,16,3211,MOUNT PLEASANT ST,3211,MT PLEASANT,,,894053.31,997784.13,1,February2008.dta
8262,18feb2008,2008,2,18,1143,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,16,4745,S SPRING AVE,4745,S SPRING,,,890565.69,999321.81,1,February2008.dta
8547,20feb2008,2008,2,20,1010,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,66,5200,EMILY ST,5200,EMILY,,,901805.63,1034358,1,February2008.dta
8923,23feb2008,2008,2,23,758,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,67,3900,CARTER AVE,3900,CARTER,,,900828.88,1033211,1,February2008.dta
9024,24feb2008,2008,2,24,110,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,61,1800,BIDDLE ST,1800,BIDDLE,,,904887.31,1021519,1,February2008.dta
9102,24feb2008,2008,2,24,1946,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,1,815,COURTOIS ST,0,COURTOIS,,,887006.13,989253.63,1,February2008.dta
9131,25feb2008,2008,2,25,51,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,72,5239,THRUSH AVE,5239,THRUSH,,,891533.5,1043085,1,February2008.dta
9321,26feb2008,2008,2,26,1115,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,3,25,2641,NEBRASKA AVE,2641,NEBRASKA,,,897303.63,1009543,1,February2008.dta
9421,26feb2008,2008,2,26,2351,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,68,4201,W NATURAL BRIDGE AVE,4201,NATURAL BRIDGE,,,896334.5,1032447,1,February2008.dta
9522,27feb2008,2008,2,27,1630,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,1,1,727,BATES ST,0,BATES,,,891748.13,995186.81,1,February2008.dta
9685,28feb2008,2008,2,28,1739,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,36,1820,MARKET ST,1820,MARKET,UNION STATION,@UNION STATION,903731.69,1018016,1,February2008.dta
9791,29feb2008,2008,2,29,1159,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,67,3200,PENROSE ST,3200,PENROSE,,,902814.13,1031467,1,February2008.dta
9861,29feb2008,2008,2,29,2224,February,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,50,5760,KENNERLY AVE,5760,KENNERLY,,,884139.69,1035286,1,February2008.dta
10116,24feb2008,2008,2,24,125,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,61,1409,N 14TH ST,1409,N 14TH,,,906919.5,1022348,1,March2008.dta
10136,25feb2008,2008,2,25,2145,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,3,26,2200,S COMPTON AVE,2200,S COMPTON,,,896409.88,1011377,1,March2008.dta
10240,29feb2008,2008,2,29,2315,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,36,1904,OLIVE ST,1904,OLIVE,,,903770.69,1018930,1,March2008.dta
10368,01mar2008,2008,3,1,1610,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,54,4606,PAGE BLVD,4606,PAGE,,,890875.31,1028157,1,March2008.dta
10910,05mar2008,2008,3,5,1400,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,55,1500,N KINGSHIGHWAY BLVD,1500,N KINGSHIGHWAY,,,888327.13,1030365,1,March2008.dta
11042,06mar2008,2008,3,6,1000,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,50,1600,HODIAMONT AVE,1600,HODIAMONT,,,881777.31,1035074,1,March2008.dta
11117,06mar2008,2008,3,6,1955,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,72,5073,GENEVIEVE AVE,5073,GENEVIEVE,,,891304.13,1042521,1,March2008.dta
11432,08mar2008,2008,3,8,1715,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,61,1119,N TUCKER BLVD,1119,N TUCKER,,MCDONALDS PARKING LOT,907258.81,1020890,1,March2008.dta
11446,08mar2008,2008,3,8,1928,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,59,3100,N GRAND BLVD,3100,N GRAND,,,900689.81,1028707,1,March2008.dta
11704,10mar2008,2008,3,10,1230,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,72,4555,THRUSH AVE,4555,THRUSH,,,889056.63,1041355,1,March2008.dta
11781,10mar2008,2008,3,10,2019,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,48,5800,CABANNE AVE,5800,CABANNE,,,881151.69,1028707,1,March2008.dta
11863,11mar2008,2008,3,11,1030,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,6,68,4436,RED BUD AVE,4436,RED BUD,,,898712.81,1034948,1,March2008.dta
11968,11mar2008,2008,3,11,2331,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,8,56,3007,N TAYLOR AVE,3007,N TAYLOR,,,893630.69,1031727,1,March2008.dta
12072,12mar2008,2008,3,12,1547,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,50,2901,BELT AVE,2901,BELT,,,886619.13,1035366,1,March2008.dta
12116,12mar2008,2008,3,12,2010,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,7,0,5247,PALM ST,5247,PALM,,,889270,1035913,1,March2008.dta
12161,13mar2008,2008,3,13,117,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,5,67,3710,N GRAND BLVD,3710,N GRAND,MOBILE GAS STATION,,901258.31,1029801,1,March2008.dta
12488,14mar2008,2008,3,14,2248,March,2008,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,2,14,3920,HAMPTON AVE,3920,HAMPTON,,,879176.38,1005385,1,March2008.dta
