id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,xcoord,ycoord,insample,_source
428,03jan2008,2008,1,3,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,6,5641,FINKMAN ST,5641,FINKMAN,,,879761.81,999046.38,1,January2008.dta
560,04jan2008,2008,1,4,800,January,2008,Frauds,112020,FRAUD-CREDIT DEVICE/UNDER $150,Yes,No,No,1,3,15,4266,CONNECTICUT ST,4266,CONNECTICUT,,,888587.63,1007880,1,January2008.dta
622,04jan2008,2008,1,4,1411,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,6,74,9146,NEWBY ST,9146,NEWBY,,,895890.31,1052898,1,January2008.dta
712,04jan2008,2008,1,4,2300,January,2008,Frauds,115100,FRAUD-STEALING BY DECEIT/OVER $150,Yes,No,No,1,1,1,6420,ALABAMA AVE,6420,ALABAMA,,DOWNSTAIRS,890517.63,992406,1,January2008.dta
822,05jan2008,2008,1,5,1500,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,2,10,3401,MANHATTAN AVE,3401,MANHATTAN,,,872872,1008880,1,January2008.dta
839,05jan2008,2008,1,5,1700,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,1,3,5601,DEWEY AVE,5601,DEWEY,,,889402.81,996524.88,1,January2008.dta
844,05jan2008,2008,1,5,1706,January,2008,Frauds,112020,FRAUD-CREDIT DEVICE/UNDER $150,Yes,No,No,1,8,55,4773,LABADIE AVE,4773,LABADIE,,,891671.81,1032817,1,January2008.dta
874,05jan2008,2008,1,5,1900,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,1,5,4337,BINGHAM AVE,4337,BINGHAM,,,887177.38,1003685,1,January2008.dta
972,06jan2008,2008,1,6,1000,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,7,50,5655,ASHLAND AVE,5655,ASHLAND,,,885927.31,1037107,1,January2008.dta
1098,07jan2008,2008,1,7,130,January,2008,Frauds,115200,FRAUD-STEALING BY DECEIT/UNDER $150,Yes,No,No,1,9,37,600,S VANDEVENTER AVE,0,S VANDEVENTER,LACLEDE CAB COMPANY,,893390.31,1018738,1,January2008.dta
1109,07jan2008,2008,1,7,445,January,2008,Frauds,115200,FRAUD-STEALING BY DECEIT/UNDER $150,Yes,No,No,1,1,17,5108,PENNSYLVANIA AVE,5108,PENNSYLVANIA,,,894584.38,995111,1,January2008.dta
1143,07jan2008,2008,1,7,1205,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,9,77,900,N GRAND BLVD,0,N GRAND,,,897517.38,1022560,1,January2008.dta
1390,08jan2008,2008,1,8,1800,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,3,25,3517,CONNECTICUT ST,3517,CONNECTICUT,,,894181.63,1007458,1,January2008.dta
1696,10jan2008,2008,1,10,1407,January,2008,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,4,36,400,S 14TH ST,0,S 14TH,SHERATON HOTEL,,905362.31,1016200,1,January2008.dta
1704,10jan2008,2008,1,10,1500,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,2,43,1419,PRATHER AVE,1419,PRATHER,,,876323,1016785,1,January2008.dta
1715,10jan2008,2008,1,10,1617,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,1,16,4734,S GRAND BLVD,4734,S GRAND,,,891746.38,997756.88,1,January2008.dta
1800,11jan2008,2008,1,11,1,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,6,70,5505,NATURAL BRIDGE AVE,5505,NATURAL BRIDGE,SMURFIT RECYCLING CO,,887568.5,1037145,1,January2008.dta
2083,12jan2008,2008,1,12,800,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,9,77,3633,COOK AVE,3633,COOK,,,897651,1024010,1,January2008.dta
2246,13jan2008,2008,1,13,500,January,2008,Frauds,115200,FRAUD-STEALING BY DECEIT/UNDER $150,Yes,No,No,1,4,33,1234,DILLON DR,1234,DILLON DR,PEABODY APARTMENT COMPLEX,,903901.5,1013815,1,January2008.dta
2419,14jan2008,2008,1,14,810,January,2008,Frauds,115200,FRAUD-STEALING BY DECEIT/UNDER $150,Yes,No,No,1,5,65,3960,N 20TH ST,3960,N 20TH,J&P MINI MART,,904512.69,1030746,1,January2008.dta
2559,15jan2008,2008,1,15,718,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,9,6215,WYOMING ST,6215,WYOMING,,,878892.31,1008926,1,January2008.dta
2574,15jan2008,2008,1,15,1000,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,1,2,7427,S BROADWAY,7427,S BROADWAY,,APT A,889623.81,988629.19,1,January2008.dta
2670,15jan2008,2008,1,15,2030,January,2008,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,1,16,5000,S GRAND BLVD,5000,S GRAND,,,891517.63,997405.63,1,January2008.dta
2779,16jan2008,2008,1,16,1500,January,2008,Frauds,115100,FRAUD-STEALING BY DECEIT/OVER $150,Yes,No,No,1,7,48,5735,JULIAN AVE,5735,JULIAN,,,882047.31,1031182,1,January2008.dta
2832,16jan2008,2008,1,16,2000,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,2,14,4929,OLEATHA AVE,4929,OLEATHA,,,885401.38,1005950,1,January2008.dta
3222,19jan2008,2008,1,19,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,3,15,3918,UTAH ST,3918,UTAH,,,891297.81,1006574,1,January2008.dta
3398,20jan2008,2008,1,20,1230,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,No,Yes,No,-1,7,78,5360,WELLS AVE,5360,WELLS,,,885590.69,1031160,1,January2008.dta
3399,20jan2008,2008,1,20,1230,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,7,78,5360,WELLS AVE,5360,WELLS,,,885590.69,1031160,1,January2008.dta
3529,21jan2008,2008,1,21,800,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,4,61,1206,BRYANT ST,1206,BRYANT,,,904761.13,1021723,1,January2008.dta
3840,23jan2008,2008,1,23,1026,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,4,35,811,SPRUCE ST,0,SPRUCE,WESTIN HOTEL,AVIS RENT A CAR,907472.13,1015934,1,January2008.dta
3842,23jan2008,2008,1,23,1033,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,No,Yes,No,-1,5,59,3112,N PRAIRIE AVE,3112,PRAIRIE,,,899645,1029498,1,January2008.dta
3843,23jan2008,2008,1,23,1033,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,5,59,3112,N PRAIRIE AVE,3112,PRAIRIE,,,899645,1029498,1,January2008.dta
3926,23jan2008,2008,1,23,2130,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,4,0,1309,N 7TH ST,1309,N 7TH,,,909288.69,1021030,1,January2008.dta
3937,23jan2008,2008,1,23,2240,January,2008,Frauds,115200,FRAUD-STEALING BY DECEIT/UNDER $150,Yes,No,No,1,3,30,2917,S JEFFERSON AVE,2917,S JEFFERSON,PARK WEST GRILLE,,898986.31,1007661,1,January2008.dta
4133,25jan2008,2008,1,25,1420,January,2008,Frauds,115200,FRAUD-STEALING BY DECEIT/UNDER $150,Yes,No,No,1,1,5,4680,CHIPPEWA ST,4680,CHIPPEWA,APPLEBEES S NEIGHBORHOOD BAR & GRILL,,885181.88,1004110,1,January2008.dta
4283,26jan2008,2008,1,26,900,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,6,68,4425,HOLLY AVE,4425,HOLLY,,,897837.31,1035501,1,January2008.dta
4310,26jan2008,2008,1,26,1400,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,7,78,5360,WELLS AVE,5360,WELLS,,,885590.69,1031160,1,January2008.dta
4344,26jan2008,2008,1,26,1700,January,2008,Frauds,112020,FRAUD-CREDIT DEVICE/UNDER $150,Yes,No,No,1,3,13,2600,S KINGSHIGHWAY BLVD,2600,S KINGSHIGHWAY,,,886609.69,1011326,1,January2008.dta
4637,28jan2008,2008,1,28,1347,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,5,63,2723,HADLEY ST,2723,HADLEY,,,907141.31,1026309,1,January2008.dta
4771,29jan2008,2008,1,29,1050,January,2008,Frauds,115200,FRAUD-STEALING BY DECEIT/UNDER $150,Yes,No,No,1,9,38,410,S EUCLID AVE,0,S EUCLID,CENTRAL WESTEND,METROLINK TRAIN STATION,887946.88,1020729,1,January2008.dta
4869,30jan2008,2008,1,30,200,January,2008,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,4,36,400,S 14TH ST,0,S 14TH,SHERATON HOTEL,,905362.31,1016200,1,January2008.dta
4899,30jan2008,2008,1,30,1131,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,6,76,5536,FLOY AVE,5536,FLOY,,,889661.31,1047010,1,January2008.dta
5046,01apr2002,2002,4,1,1500,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,8,57,2628,BELLE GLADE AVE,2628,BELLE GLADE,,,896262,1028678,0,January2008.dta
5047,01apr2005,2005,4,1,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,1,16,3915,S COMPTON AVE,3915,S COMPTON,,,894778.13,1002067,0,January2008.dta
5048,01apr2007,2007,4,1,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,9,31,2659,RUTGER ST,2659,RUTGER,,,899774.31,1014886,0,January2008.dta
5050,02apr2007,2007,4,2,1400,January,2008,Frauds,111110,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,No,Yes,No,-1,5,64,3201,N BROADWAY,3201,N BROADWAY,ZAMZOW FABRICATORS,,907917.88,1028270,0,January2008.dta
5055,27may2005,2005,5,27,1000,January,2008,Frauds,111110,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,Yes,No,No,1,2,43,6487,MANCHESTER AVE,6487,MANCHESTER,,COLOMBO S,878180.69,1014948,0,January2008.dta
5060,01jun2007,2007,6,1,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,44,6524,BERTHOLD AVE,6524,BERTHOLD,,,877986.5,1018391,0,January2008.dta
5062,11jun2007,2007,6,11,800,January,2008,Frauds,111200,FRAUD-BAD CHECK/NO ACCOUNT,Yes,No,No,1,3,25,3114,S GRAND BLVD,3114,S GRAND,ST. LOUIS BREAD COMPANY,,893907.5,1008295,0,January2008.dta
5063,11jun2007,2007,6,11,800,January,2008,Frauds,111200,FRAUD-BAD CHECK/NO ACCOUNT,Yes,No,No,1,3,13,2001,MAURY AVE,2001,MAURY,,,888123.63,1013115,0,January2008.dta
5070,09jul2007,2007,7,9,630,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,No,Yes,No,-1,6,69,4816,SACRAMENTO AVE,4816,SACRAMENTO,,,892728,1034573,0,January2008.dta
5071,14jul2007,2007,7,14,1018,January,2008,Frauds,111200,FRAUD-BAD CHECK/NO ACCOUNT,Yes,No,No,1,7,46,5916,DELMAR BLVD,5916,DELMAR,ABLE KEY & LOCK HARDWARE,,880057.69,1027198,0,January2008.dta
5078,27jul2007,2007,7,27,1527,January,2008,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,2,41,1514,HAMPTON AVE,1514,HAMPTON,,,880934.88,1016006,0,January2008.dta
5081,01aug1999,1999,8,1,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,3,15,4056,ARSENAL ST,4056,ARSENAL,,,890360,1008748,0,January2008.dta
5083,01aug2007,2007,8,1,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,3,15,3849,JUNIATA ST,3849,JUNIATA,,,892186.5,1008046,0,January2008.dta
5084,01aug2007,2007,8,1,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,1,3,3629,BOWEN ST,3629,BOWEN,,,889212.88,994683.88,0,January2008.dta
5085,08aug2005,2005,8,8,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,1,16,3822,OREGON AVE,3822,OREGON,,,896679.81,1002334,0,January2008.dta
5086,15aug2006,2006,8,15,1000,January,2008,Frauds,111110,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,Yes,No,No,1,1,1,6023,S BROADWAY,6023,S BROADWAY,,PERHAT LUMBER,892952.38,992314.38,0,January2008.dta
5089,16aug2007,2007,8,16,700,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,No,No,Yes,1,5,59,3701,PALM ST,3701,PALM,,,900392.13,1029750,0,January2008.dta
5092,29aug2003,2003,8,29,1640,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,No,Yes,No,-1,1,5,5015,STEFFENS AVE,5015,STEFFENS,,,888144.13,999565.81,0,January2008.dta
5093,29aug2007,2007,8,29,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,4021,NEBRASKA AVE,4021,NEBRASKA,,,0,0,0,January2008.dta
5095,01sep2007,2007,9,1,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,6,74,855,ELIAS AVE,0,ELIAS,,,896988.88,1051669,0,January2008.dta
5096,01sep2007,2007,9,1,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,1,16,4011,GUSTINE AVE,4011,GUSTINE,,,890798.69,1002338,0,January2008.dta
5100,11sep2007,2007,9,11,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,1,5,4728,MCCULLAGH PL,4728,MCCULLAGH PL,,,887306.88,1000664,0,January2008.dta
5101,14sep2007,2007,9,14,1000,January,2008,Frauds,111110,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,Yes,No,No,1,1,17,2924,MOUNT PLEASANT ST,2924,MT PLEASANT,,,895181.69,997417.88,0,January2008.dta
5103,21sep2007,2007,9,21,1,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,7,46,6008,MCPHERSON AVE,6008,MCPHERSON,,,878855.81,1025959,0,January2008.dta
5104,21sep2007,2007,9,21,1000,January,2008,Frauds,112020,FRAUD-CREDIT DEVICE/UNDER $150,Yes,No,No,1,3,24,2519,S JEFFERSON AVE,2519,S JEFFERSON,,BENTON SHEET METAL,899288.31,1009511,0,January2008.dta
5107,27sep2007,2007,9,27,1018,January,2008,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,1,1,7908,ALASKA AVE,7908,ALASKA,,,886563.81,989158.13,0,January2008.dta
5108,27sep2007,2007,9,27,1237,January,2008,Frauds,115200,FRAUD-STEALING BY DECEIT/UNDER $150,No,No,Yes,1,9,38,4171,LINDELL BLVD,4171,LINDELL,,@SCHNUCKS - SARAH AND LINDELL,892104.81,1022153,0,January2008.dta
5116,03oct2007,2007,10,3,900,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,7,51,5031,KENSINGTON AVE,5031,KENSINGTON,,,887519.31,1027172,0,January2008.dta
5118,05oct2007,2007,10,5,1700,January,2008,Frauds,111110,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,Yes,No,No,1,6,79,6810,PRESCOTT AVE,6810,PRESCOTT,STRATEGY TRUCK CENTERS LLC,,899364.81,1040959,0,January2008.dta
5120,08oct2007,2007,10,8,1200,January,2008,Frauds,115100,FRAUD-STEALING BY DECEIT/OVER $150,Yes,No,No,1,3,15,4125,JUNIATA ST,4125,JUNIATA,,,889857.63,1008262,0,January2008.dta
5121,09oct2007,2007,10,9,1000,January,2008,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,3,18,3558,S JEFFERSON AVE,3558,S JEFFERSON,CONCORDIA PUBLISHING HOUSE,,898660.31,1003709,0,January2008.dta
5123,12oct2007,2007,10,12,1138,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,5,65,2123,SALISBURY ST,2123,SALISBURY,,,904498.13,1029194,0,January2008.dta
5127,15oct2007,2007,10,15,1600,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,0,0,6401,NOTTINGHAM AVE,6401,NOTTINGHAM,,@SPD,877139.81,1002962,0,January2008.dta
5135,29oct2007,2007,10,29,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,9,6054,THOLOZAN AVE,6054,THOLOZAN,,,878762,1005870,0,January2008.dta
5136,30oct2007,2007,10,30,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,42,1515,HAMPTON AVE,1515,HAMPTON,DENNY S,,880606.31,1015984,0,January2008.dta
5138,31oct2001,2001,10,31,829,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,3,25,2626,S COMPTON AVE,2626,S COMPTON,,,896182.13,1009743,0,January2008.dta
5139,31oct2006,2006,10,31,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,3,30,3146,NEBRASKA AVE,3146,NEBRASKA,,,897116.19,1007154,0,January2008.dta
5142,01nov2007,2007,11,1,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,14,5601,OLEATHA AVE,5601,OLEATHA,,,881582.38,1006318,0,January2008.dta
5143,01nov2007,2007,11,1,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,6,5604,FINKMAN ST,5604,FINKMAN,,,880092.31,998819.38,0,January2008.dta
5145,08nov2006,2006,11,8,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,6,76,5122,GOODFELLOW BLVD,5122,GOODFELLOW,,,888209.5,1045053,0,January2008.dta
5146,08nov2006,2006,11,8,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,No,Yes,No,-1,6,76,5122,GOODFELLOW BLVD,5122,GOODFELLOW,,,888209.5,1045053,0,January2008.dta
5160,17nov2007,2007,11,17,1700,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,5,65,1121,ANGELICA ST,1121,ANGELICA,,,905488.5,1031621,0,January2008.dta
5162,19nov2007,2007,11,19,1200,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,No,No,Yes,1,1,16,4109,PENNSYLVANIA AVE,4109,PENNSYLVANIA,,,895555.88,1000657,0,January2008.dta
5169,21nov2007,2007,11,21,1417,January,2008,Frauds,115100,FRAUD-STEALING BY DECEIT/OVER $150,Yes,No,No,1,3,25,3430,S GRAND BLVD,3430,S GRAND,,SCHNUCKS,893788.81,1005469,0,January2008.dta
5177,26nov2007,2007,11,26,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,5,65,4208,N 22ND ST,4208,N 22ND,,,903372,1031099,0,January2008.dta
5179,27nov2007,2007,11,27,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,1,4,3639,W STEINS ST,3639,STEINS,,,886227.5,990839.38,0,January2008.dta
5190,30nov2007,2007,11,30,1600,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,9,39,4209,CHOUTEAU AVE,4209,CHOUTEAU,,,891002.38,1017970,0,January2008.dta
5191,01dec2005,2005,12,1,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,1,16,3824,LOUISIANA AVE,3824,LOUISIANA,,,894396.13,1002692,0,January2008.dta
5209,04dec2007,2007,12,4,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,8,7015,CLIFTON AVE,7015,CLIFTON,,,877295.81,997778.31,0,January2008.dta
5216,06dec2007,2007,12,6,901,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,11,2341,SULPHUR AVE,2341,SULPHUR,,,880432,1012502,0,January2008.dta
5226,09dec2007,2007,12,9,1600,January,2008,Frauds,115100,FRAUD-STEALING BY DECEIT/OVER $150,Yes,No,No,1,5,65,2136,DESTREHAN ST,2136,DESTREHAN,,,904899.69,1028531,0,January2008.dta
5234,11dec2007,2007,12,11,900,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,265,UNION BLVD,0,UNION,,,884536.69,1024563,0,January2008.dta
5241,14dec2007,2007,12,14,1000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,3,15,3202,S KINGSHIGHWAY BLVD,3202,S KINGSHIGHWAY,,@HOME DEPOT,886045.31,1008369,0,January2008.dta
5259,17dec2007,2007,12,17,1,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,2,9,6427,SCANLAN AVE,6427,SCANLAN,,,878011.19,1009391,0,January2008.dta
5263,17dec2007,2007,12,17,1317,January,2008,Frauds,111200,FRAUD-BAD CHECK/NO ACCOUNT,Yes,No,No,1,1,4,7256,GRAVOIS AVE,7256,GRAVOIS,,FIRST BANK,879416.31,994526.38,0,January2008.dta
5276,19dec2007,2007,12,19,1900,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,1,2,8110,VULCAN ST,8110,VULCAN,,,888826.69,986338.88,0,January2008.dta
5280,20dec2007,2007,12,20,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,5208,WINONA AVE,5208,WINONA,,,883116.13,1003985,0,January2008.dta
5298,21dec2007,2007,12,21,800,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,3,27,4018,DE TONTY ST,4018,DETONTY,,,892323.31,1013550,0,January2008.dta
5309,22dec2007,2007,12,22,1200,January,2008,Frauds,115100,FRAUD-STEALING BY DECEIT/OVER $150,Yes,No,No,1,6,71,5482,QUEENS AVE,5482,QUEENS,,,895226.81,1040988,0,January2008.dta
5314,22dec2007,2007,12,22,2030,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,9,31,2757,CAROLINE ST,2757,CAROLINE,,,899078.13,1014738,0,January2008.dta
5327,24dec2007,2007,12,24,1730,January,2008,Frauds,115100,FRAUD-STEALING BY DECEIT/OVER $150,Yes,No,No,1,4,35,806,S BROADWAY,0,S BROADWAY,WHITE CASTLE RESTAURANT,,908058.69,1014118,0,January2008.dta
5343,26dec2007,2007,12,26,2000,January,2008,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,6,76,5595,FLOY AVE,5595,FLOY,,,889732.13,1047478,0,January2008.dta
5359,28dec2007,2007,12,28,1000,January,2008,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,4,35,707,N 2ND ST,0,N 2ND,INDUSTRIAL CONTROL CONCEPTS INC,,910250.13,1018586,0,January2008.dta
5373,28dec2007,2007,12,28,1900,January,2008,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,Yes,No,No,1,8,54,4646,PAGE BLVD,4646,PAGE,,,890390,1028314,0,January2008.dta
