id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,xcoord,ycoord,insample,_source
77749,24feb2009,2009,2,24,1300,March,2009,Offenses Against The Family,209999,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,Yes,No,No,1,1,1,315,BLOW ST,,BLOW,BOULEVARD HEIGHTS,BOULEVARD HEIGHTS,889896.81,990248.63,1,March2009.dta
84106,08apr2009,2009,4,8,1145,April,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,2,7318,PENNSYLVANIA AVE,,UPTON,,,889809.31,989074,1,April2009.dta
84859,13apr2009,2009,4,13,1645,April,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,9,38,4171,LINDELL BLVD,,,SCHNUCKS,SCHNUCKS PARKING LOT,892104.81,1022153,1,April2009.dta
85111,15apr2009,2009,4,15,900,April,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,7,50,5569,PALM ST,,PALM,,,886879.81,1037280,1,April2009.dta
87646,10jul2008,2008,7,10,1,April,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,1,7712,ALASKA AVE,,ALASKA,,,886919.88,989566.5,1,April2009.dta
87668,01nov2008,2008,11,1,900,April,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,16,3318,CHIPPEWA ST,,CHIPPEWA,,,894437.69,1002878,1,April2009.dta
87785,11apr2008,2008,4,11,1,May,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,4,33,1448,CHOUTEAU AVE,,CHOUTEAU,,,904053.81,1013944,1,May2009.dta
90769,18may2009,2009,5,18,840,May,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,3,23,1855,RUSSELL BLVD,,RUSSELL,,,902324.13,1010678,1,May2009.dta
94787,09jun2009,2009,6,9,1115,June,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,2,82,0,CITY: @FOREST PARK -,,FOREST PARK,,,881613.63,1020941,1,June2009.dta
98342,30jun2009,2009,6,30,1549,June,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,16,4052,MINNESOTA AVE,,MINNESOTA,,,895431.31,1000902,1,June2009.dta
98444,01jan2005,2005,1,1,1,July,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,7,50,3011,ABNER PL,,ABNER,,,887893.81,1035249,0,July2009.dta
104319,13may2009,2009,5,13,2230,August,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,9,59,2830,GAMBLE ST,,GAMBLE,,,901086.13,1022366,1,August2009.dta
107463,16aug2009,2009,8,16,1230,August,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,1,5320,S COMPTON AVE,,COMPTON,,RESIDENCE/HOME,893317.31,994985.81,1,August2009.dta
108481,22aug2009,2009,8,22,1243,August,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,5,4170,MERAMEC ST,,,,,888560.81,1003513,1,August2009.dta
119268,19oct2009,2009,10,19,1330,October,2009,Offenses Against The Family,203000,FAMILY & CHILD CRIME-ABANDON CHILD,Yes,No,No,1,3,18,125,POTOMAC ST,,POTOMAC,LA BODAGA,,902157.5,1003076,1,October2009.dta
122528,05nov2009,2009,11,5,1645,November,2009,Offenses Against The Family,204200,FAMILY & CHILD CRIME-CNTRIB DELINQ MINOR,Yes,No,No,1,3,15,3200,ROGER PL,,HUMPHREY,,,890872.88,1007750,1,November2009.dta
122882,07nov2009,2009,11,7,1430,November,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,9,28,3919,FOLSOM AVE,,FOLSOM,,,893014.69,1014957,1,November2009.dta
122975,07nov2009,2009,11,7,2155,November,2009,Offenses Against The Family,204200,FAMILY & CHILD CRIME-CNTRIB DELINQ MINOR,Yes,No,No,1,3,22,3000,S JEFFERSON AVE,,JEFFERSON,,,899171.63,1007325,1,November2009.dta
122986,07nov2009,2009,11,7,2232,November,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,16,4108,NEBRASKA AVE,,NEBRASKA,,RESIDENCE,896066.13,1000587,1,November2009.dta
127576,03dec2009,2009,12,3,1955,December,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,2,11,6407,ARSENAL ST,,ARSENAL,,,878357.38,1010288,1,December2009.dta
128797,11dec2009,2009,12,11,2340,December,2009,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,6,68,4546,ATHLONE AVE,,,,MULTI-FAMILY DWELLING,899024.81,1035604,1,December2009.dta
131631,02jan2010,2010,1,2,900,January,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,5,65,2031,AGNES AVE,,AGNES,,,905137.31,1028421,1,January2010.dta
133600,18jan2010,2010,1,18,200,January,2010,Offenses Against The Family,203000,FAMILY & CHILD CRIME-ABANDON CHILD,Yes,No,No,1,2,14,3920,HAMPTON AVE,,HAMPTON,,,879176.38,1005385,1,January2010.dta
134618,25jan2010,2010,1,25,1900,January,2010,Offenses Against The Family,204200,FAMILY & CHILD CRIME-CNTRIB DELINQ MINOR,Yes,No,No,1,3,19,3506,PENNSYLVANIA AVE,,PENNSYLVANIA,,SINGLE FAMILY RESIDENCE,896362.38,1004556,1,January2010.dta
146911,17apr2010,2010,4,17,1130,April,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,6,73,5948,DRURY LN,,DRURY,,,892378.13,1048089,1,April2010.dta
146982,17apr2010,2010,4,17,1902,April,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,2,82,5700,LINDELL BLVD,,LINDELL,,@HISTORY MUSEUM,881336.13,1024178,1,April2010.dta
147916,23apr2010,2010,4,23,1805,April,2010,Offenses Against The Family,209999,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,Yes,No,No,1,1,16,5018,DEWEY AVE,,DEWEY,,,890546.88,997931.63,1,April2010.dta
149071,13apr2010,2010,4,13,1100,May,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,3,22,3305,WISCONSIN AVE,,WISCONSIN,,,899971.88,1005349,1,May2010.dta
153932,09apr2010,2010,4,9,700,June,2010,Offenses Against The Family,209999,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,Yes,No,No,1,9,59,919,N JEFFERSON AVE,,JEFFERSON,,@CPD,902219.69,1021301,1,June2010.dta
166637,12aug2010,2010,8,12,2010,August,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,6,69,4514,DRYDEN AVE,,DRYDEN,,,896778.81,1036871,1,August2010.dta
166688,12aug2010,2010,8,12,2330,August,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,4,61,1000,N 19TH ST,,19TH,GATEWAY HOMELESS SERVICES,CARR SQUARE,904464.38,1021061,1,August2010.dta
169139,28aug2010,2010,8,28,541,August,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,3,30,3168,OREGON AVE,,OREGON,APARTMENT,,897391.19,1006808,1,August2010.dta
169318,29aug2010,2010,8,29,700,August,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,6,72,5504,BEACON AVE,,BEACON,,,893162.81,1043200,1,August2010.dta
169892,10jul2010,2010,7,10,1100,September,2010,Offenses Against The Family,205000,FAMILY & CHILD CRIME-CHILD ABUSE,Yes,No,No,1,8,56,4257,E LABADIE AVE,,LABADIE,,,895972.88,1030327,1,September2010.dta
170741,04sep2010,2010,9,4,2230,September,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,3,22,2228,GRAVOIS AVE,,VICTOR,,,900129.63,1009587,1,September2010.dta
171368,08sep2010,2010,9,8,2116,September,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,4,61,1454,CASS AVE,,CASS,,,906523.88,1021998,1,September2010.dta
172138,13sep2010,2010,9,13,1200,September,2010,Offenses Against The Family,203000,FAMILY & CHILD CRIME-ABANDON CHILD,Yes,No,No,1,8,53,711,N EUCLID AVE,,,ROOSEVELT TOWNE APARTMENTS,,888503.38,1026317,1,September2010.dta
174999,15apr2007,2007,4,15,1,October,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,4,60,1517,N 20TH ST,,20TH,,,904376.31,1023360,0,October2010.dta
175116,12aug2010,2010,8,12,2330,October,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,No,Yes,No,-1,4,61,1000,19TH,,19TH,GATEWAY HOMELESS SERVICES,CARR SQUARE,0,0,1,October2010.dta
175124,19aug2010,2010,8,19,1200,October,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,1,7845,BANDERO DR,,BANDERO,,SOUTHWEST CROSSING APARTMENTS,886242.81,989899.81,1,October2010.dta
180282,02dec2009,2009,12,2,1,October,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,7,52,5120,SAINT LOUIS AVE,,SAINT LOUIS,,,889324.81,1033842,1,October2010.dta
182184,11nov2010,2010,11,11,830,November,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,2,7,5350,CHIPPEWA ST,,CHIPPEWA,,,882225,1004459,1,November2010.dta
184323,26nov2010,2010,11,26,539,November,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,6,74,8547,ORIOLE ST,,,,,894129.88,1048485,1,November2010.dta
184972,30nov2010,2010,11,30,2238,November,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,3,15,3819,FAIRVIEW AVE,,,,,892217,1005847,1,November2010.dta
186024,06dec2010,2010,12,6,800,December,2010,Offenses Against The Family,209999,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,Yes,No,No,1,6,72,5122,ROBIN AVE,,ROBIN,,,890557.13,1043447,1,December2010.dta
186725,11dec2010,2010,12,11,800,December,2010,Offenses Against The Family,209999,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,Yes,No,No,1,6,72,5437,PLOVER AVE,,PLOVER,,,892023.88,1043857,1,December2010.dta
188545,25dec2010,2010,12,25,2200,December,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,4,63,1406,MADISON ST,,MADISON,,,907292.5,1024148,1,December2010.dta
189093,30dec2010,2010,12,30,1100,December,2010,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,2,6,5903,S KINGSHIGHWAY BLVD,,,,,882095.69,998934.38,1,December2010.dta
189765,04jan2011,2011,1,4,1504,January,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,6,69,4480,BIRCHER BLVD,,,,,896399.38,1037362,1,January2011.dta
193907,03feb2011,2011,2,3,1815,February,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,16,4764,LOUISIANA AVE,,,,,892228.31,997176.13,1,February2011.dta
195171,15feb2011,2011,2,15,2034,February,2011,Offenses Against The Family,203000,FAMILY & CHILD CRIME-ABANDON CHILD,Yes,No,No,1,9,77,920,N VANDEVENTER AVE,,VANDEVENTER,,@JUVENILE COURT W/ JUV,895884.5,1023493,1,February2011.dta
195379,17feb2011,2011,2,17,1425,February,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,2,13,2618,DALTON AVE,,DALTON,,,881827.5,1011486,1,February2011.dta
195429,17feb2011,2011,2,17,1913,February,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,3,19,3439,MIAMI ST,,MIAMI,,,894122.69,1004453,1,February2011.dta
196725,28feb2011,2011,2,28,1426,February,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,9,38,700,S EUCLID AVE,,,,WEST PARKING LOT,887877.69,1019661,1,February2011.dta
196784,15apr2007,2007,4,15,1,February,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,No,No,Yes,-1,4,60,1517,20TH,,20TH,,,0,0,0,February2011.dta
196936,06dec2010,2010,12,6,800,February,2011,Offenses Against The Family,209999,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,No,Yes,No,-1,6,72,5122,ROBIN,,ROBIN,,,0,0,1,February2011.dta
196977,24jan2011,2011,1,24,800,March,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,1,3,4026,BATES ST,,LEONA,,,887739.88,997580.31,1,March2011.dta
197666,04mar2011,2011,3,4,1,March,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,9,59,2705,DAYTON ST,,DAYTON,,,901785.38,1022869,1,March2011.dta
199242,16mar2011,2011,3,16,600,March,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,5,65,1521,DESTREHAN,,,,,0,0,1,March2011.dta
200343,23mar2011,2011,3,23,230,March,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,4,61,1715,PRESERVATION PL,,PRESERVATION,,SUSPECT S RESIDENCE,906189.81,1022184,1,March2011.dta
200662,25mar2011,2011,3,25,1348,March,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,Yes,No,No,1,7,47,225,UNION BLVD,,,,FOREST PARK,884435.81,1023899,1,March2011.dta
201554,24jan2011,2011,1,24,800,April,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,No,No,Yes,-1,1,3,4026,,,LEONA,,,0,0,1,April2011.dta
201568,10oct2010,2010,10,10,305,April,2011,Offenses Against The Family,209999,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,No,No,Yes,-1,6,71,4969,THEODORE,,THEODORE,,,0,0,1,April2011.dta
201572,14oct2010,2010,10,14,2329,April,2011,Offenses Against The Family,209999,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,No,No,Yes,-1,8,56,4035,MAFFITT,,MAFFITT,,,0,0,1,April2011.dta
