id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,xcoord,ycoord,insample,_source
4057,24jan2008,2008,1,24,2130,January,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,35,400,N 4TH ST,0,N 4TH,,,909726.31,1018037,1,January2008.dta
4444,27jan2008,2008,1,27,230,January,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,8,54,4700,VERNON AVE,4700,VERNON,,,890021.63,1028074,1,January2008.dta
5053,01may2007,2007,5,1,2130,January,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,52,5200,MAFFITT AVE,5200,MAFFITT,,,888316.69,1033480,0,January2008.dta
5058,01jun2006,2006,6,1,1,January,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,27,3900,SHAW BLVD,3900,SHAW,,,892997.13,1013154,0,January2008.dta
5102,15sep2007,2007,9,15,1500,January,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,8,56,3500,PARIS AVE,3500,PARIS,,2ND FLR,894931.19,1032318,0,January2008.dta
5255,16dec1995,1995,12,16,2149,January,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,74,700,BADEN AVE,0,BADEN,,,897152.13,1047899,0,January2008.dta
5256,16dec2000,2000,12,16,1800,January,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,74,1000,THEOBALD ST,1000,THEOBALD,MULTI-FAMILY APARTMENT,,896095.38,1050145,0,January2008.dta
5257,16dec2000,2000,12,16,1800,January,2008,Sexual Assault,21000,RAPE -- FORCIBLE,No,Yes,No,-1,6,74,1000,THEOBALD ST,1000,THEOBALD,MULTI-FAMILY APARTMENT,,896095.38,1050145,0,January2008.dta
5665,30jan2008,2008,1,30,2020,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,49,5500,DELMAR BLVD,5500,DELMAR,HARLAN COURT APARTMENTS,,883561.5,1027076,1,February2008.dta
6050,03feb2008,2008,2,3,100,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,37,500,S JEFFERSON AVE,0,S JEFFERSON,MARRIOTT HOTEL,,900510.31,1017215,1,February2008.dta
6508,06feb2008,2008,2,6,300,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,47,300,CLARA AVE,0,CLARA,,,882332.13,1025263,1,February2008.dta
6614,06feb2008,2008,2,6,2030,February,2008,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,5,63,1400,SULLIVAN AVE,1400,SULLIVAN,,,906106.88,1026946,1,February2008.dta
6753,07feb2008,2008,2,7,2040,February,2008,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,6,76,5700,FLOY AVE,5700,FLOY,,,889862.31,1047494,1,February2008.dta
6796,08feb2008,2008,2,8,500,February,2008,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,1,1,7900,TENNESSEE PL,7900,TENNESSEE PL,,,886226.81,989410.38,1,February2008.dta
7194,10feb2008,2008,2,10,2200,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,72,0,RIVERVIEW BLVD / LIL,0,RIVERVIEW,,,888961,1043676,1,February2008.dta
7681,14feb2008,2008,2,14,1300,February,2008,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,No,No,Yes,1,0,0,0,UNKNOWN ST LOUIS,0,UNKNOWN,,,0,0,1,February2008.dta
8016,16feb2008,2008,2,16,1700,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,0,0,0,UNKNOWN,10000,UNKNOWN,,UNKNOWN ADDRESS,0,0,1,February2008.dta
8430,19feb2008,2008,2,19,1530,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,18,2100,STANSBURY ST,2100,STANSBURY,,,898994.5,1002515,1,February2008.dta
9122,24feb2008,2008,2,24,2230,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,42,6200,OAKLAND AVE,6200,OAKLAND,,@FOREST PARK HOSPITAL,880829.5,1018552,1,February2008.dta
9193,25feb2008,2008,2,25,1425,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,30,3400,S COMPTON AVE,3400,S COMPTON,,,895246.88,1005053,1,February2008.dta
9293,26feb2008,2008,2,26,400,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,72,5300,GILMORE AVE,5300,GILMORE,,,890837.31,1044321,1,February2008.dta
9607,28feb2008,2008,2,28,230,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,68,0,N NEWSTEAD AVE / CAR,0,N NEWSTEAD,,,897076,1035709,1,February2008.dta
9697,28feb2008,2008,2,28,1900,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,3900,S COMPTON AVE,3900,S COMPTON,,,894940.19,1001897,1,February2008.dta
9699,28feb2008,2008,2,28,1900,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,70,5900,FERRIS AVE,5900,FERRIS,,,884995.38,1039555,1,February2008.dta
9873,18mar2007,2007,3,18,2000,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,No,Yes,No,-1,7,53,5000,ENRIGHT AVE,5000,ENRIGHT,,,887827,1026604,0,February2008.dta
9902,21aug2007,2007,8,21,300,February,2008,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,1,1,7900,GERMANIA ST,7900,GERMANIA,,,885954.63,990182.81,0,February2008.dta
9905,01sep2007,2007,9,1,1,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,25,2900,VICTOR ST,2900,VICTOR,,,897531.69,1010078,0,February2008.dta
9939,25nov1999,1999,11,25,2246,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,0,0,0,UNKNOWN ST LOUIS,0,UNKNOWN,,,0,0,0,February2008.dta
9942,01dec2005,2005,12,1,1,February,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,25,3500,CHEROKEE ST,3500,CHEROKEE,,,893830.31,1005841,0,February2008.dta
10010,20jan2008,2008,1,20,857,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,30,2800,CALIFORNIA AVE,2800,CALIFORNIA,,,897964.13,1008273,1,March2008.dta
10012,22jan2008,2008,1,22,2034,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,No,Yes,No,-1,6,76,6200,W FLORISSANT AVE,6200,W FLORISSANT,CHINA CHOP SUEY,IN REAR ALLEY,890288.38,1048310,1,March2008.dta
10035,03feb2008,2008,2,3,30,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,64,1100,N 3RD ST,1100,N 3RD,ECONO LODGE,,910065.81,1020112,1,March2008.dta
10076,16feb2008,2008,2,16,1700,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,No,Yes,No,-1,0,0,0,UNKNOWN,10000,UNKNOWN,,UNKNOWN ADDRESS,0,0,1,March2008.dta
10267,01mar2008,2008,3,1,100,March,2008,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,3,18,3600,KOSCIUSKO ST,3600,KOSCIUSKO,,,901094.19,1002717,1,March2008.dta
11806,10mar2008,2008,3,10,2230,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,1,900,BATES ST,0,BATES,,,891294.13,995276.81,1,March2008.dta
12002,12mar2008,2008,3,12,445,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,51,5100,WELLS AVE,5100,WELLS,,,887091.19,1030659,1,March2008.dta
12347,14mar2008,2008,3,14,345,March,2008,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,4,35,1100,LUCAS AVE,1100,LUCAS,,,907351.13,1019119,1,March2008.dta
12540,15mar2008,2008,3,15,500,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,36,1300,LUCAS AVE,1300,LUCAS,FASHION SQUARE LOFTS,,906443.81,1019367,1,March2008.dta
12633,15mar2008,2008,3,15,1930,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,22,2900,MISSOURI AVE,2900,MISSOURI,,,899886.88,1007717,1,March2008.dta
13053,18mar2007,2007,3,18,2000,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,53,5000,ENRIGHT AVE,5000,ENRIGHT,,,887827,1026604,0,March2008.dta
13187,18mar2008,2008,3,18,2000,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,76,5500,ERA AVE,5500,ERA,,,889750.13,1046904,1,March2008.dta
13189,18mar2008,2008,3,18,2030,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,74,8500,CONCORD PL,8500,CONCORD PL,,,896979.31,1050280,1,March2008.dta
14062,24mar2008,2008,3,24,100,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,8,53,900,N EUCLID AVE,0,N EUCLID,,,888947.19,1027130,1,March2008.dta
15353,01aug2003,2003,8,1,1338,March,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,0,0,0,CITY OF ST LOUIS,0,UNKNOWN,,POSSIBLY 4422 LEDUC 4855 LEDUC 4019,0,0,0,March2008.dta
15417,01jan2008,2008,1,1,30,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,49,5500,DELMAR BLVD,5500,DELMAR,,,883561.5,1027076,1,April2008.dta
15430,15jan2008,2008,1,15,25,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,48,5700,CABANNE AVE,5700,CABANNE,,,881387.88,1028684,1,April2008.dta
15453,06feb2008,2008,2,6,1200,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,69,4600,BIRCHER BLVD,4600,BIRCHER,,,895545.88,1037242,1,April2008.dta
15575,25mar2008,2008,3,25,100,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,78,1400,BLACKSTONE AVE,1400,BLACKSTONE,,,883053.19,1031988,1,April2008.dta
15643,29mar2008,2008,3,29,2300,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,66,4400,STRODTMAN PL,4400,STRODTMAN PL,,,903351,1032435,1,April2008.dta
16091,02apr2008,2008,4,2,2200,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,0,0,UNKNOWN,0,UNKNOWN,UNKNOWN,@CENTRAL PATROL DIVISION,0,0,1,April2008.dta
16629,06apr2008,2008,4,6,200,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,65,1100,PENROSE ST,1100,PENROSE,,,905342.31,1031953,1,April2008.dta
17446,10apr2008,2008,4,10,2300,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,74,1200,HOWELL ST,1200,HOWELL,,,894900.63,1051797,1,April2008.dta
17883,13apr2008,2008,4,13,1030,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,37,200,N GRAND BLVD,0,N GRAND,,,896011.38,1020706,1,April2008.dta
17932,13apr2008,2008,4,13,1730,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,28,4100,MCREE AVE,4100,MCREE,,UNKNOWN ADDRESS IN THE 4100 BLOCK OF,891660.19,1014375,1,April2008.dta
18809,18apr2008,2008,4,18,800,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,8,56,4000,GREER AVE,4000,GREER,,,897740.81,1029871,1,April2008.dta
19189,20apr2008,2008,4,20,300,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,8,53,4900,SUBURBAN TRACKS,4900,SUBURBAN TK,,,888484.31,1027067,1,April2008.dta
20032,24apr2008,2008,4,24,1500,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,59,1800,LAFLIN ST,1800,LAFLIN,,VACANT HOUSE,899790.31,1025268,1,April2008.dta
20560,27apr2008,2008,4,27,1400,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,13,5300,ARSENAL ST,5300,ARSENAL,ST LOUIS STATE HOSPITAL,,883530.5,1009029,1,April2008.dta
20812,29apr2008,2008,4,29,730,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,0,0,UNKNOWN,10000,UNKNOWN,,LOCATION UNKNOWN,0,0,1,April2008.dta
20823,29apr2008,2008,4,29,800,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,3900,CHIPPEWA ST,3900,CHIPPEWA,,VICTIM AT BARNES HOSPITAL,890733.19,1003399,1,April2008.dta
20969,30apr2008,2008,4,30,1015,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,48,5900,MAPLE AVE,5900,MAPLE,,,880082.31,1029630,1,April2008.dta
21062,01jul2005,2005,7,1,700,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,68,4100,MARGARETTA AVE,4100,MARGARETTA,,,897667.13,1032758,0,April2008.dta
21072,31aug2001,2001,8,31,1500,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,15,3700,S SPRING AVE,3700,S SPRING,,,892259.63,1003737,0,April2008.dta
21086,12oct2007,2007,10,12,1,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,59,2900,JAMES COOL PAPA BELL,2900,COOL PAPA BELL,,,900871.19,1023078,0,April2008.dta
21089,25oct2005,2005,10,25,400,April,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,38,4000,OLIVE ST,4000,OLIVE,WESTMINSTER PLACE APARTEMTENTS,UNSURE OF EXACT ADDRESS. POSSIBLY 40,893898.5,1022766,0,April2008.dta
21118,09jan2008,2008,1,9,1600,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,32,2300,ALBION PL,2300,ALBION PL,,,900238.81,1013695,1,May2008.dta
21171,13mar2008,2008,3,13,2200,May,2008,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,7,51,5100,CABANNE AVE,5100,CABANNE,,,886799.38,1028085,1,May2008.dta
21277,21apr2008,2008,4,21,2010,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,33,1400,MORRISON LN,1400,MORRISON LN,,,904428.13,1013525,1,May2008.dta
21308,25apr2008,2008,4,25,2100,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,35,800,WASHINGTON AVE,0,WASHINGTON,,,908187.38,1018534,1,May2008.dta
21423,30apr2008,2008,4,30,2330,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,8,56,4600,SAINT FERDINAND AVE,4600,ST FERDINAND,,,892087.31,1030390,1,May2008.dta
21432,01may2008,2008,5,1,1,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,71,4900,HARNEY AVE,4900,HARNEY,,,894902.31,1039722,1,May2008.dta
21619,01may2008,2008,5,1,2330,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,38,4200,LINDELL BLVD,4200,LINDELL,SCHNUCKS SUPERMARKET,,892104.81,1022153,1,May2008.dta
21620,01may2008,2008,5,1,2330,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,No,Yes,No,-1,9,38,4200,LINDELL BLVD,4200,LINDELL,SCHNUCKS SUPERMARKET,,892104.81,1022153,1,May2008.dta
22586,07may2008,2008,5,7,1300,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,75,10800,LOOKAWAY DR,0,LOOKAWAY DR,,,910124.63,1067250,1,May2008.dta
23205,11may2008,2008,5,11,305,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,3800,LOUISIANA AVE,3800,LOUISIANA,,,894372.69,1002545,1,May2008.dta
23530,13may2008,2008,5,13,315,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,35,1000,WASHINGTON AVE,1000,WASHINGTON,,,907483,1018737,1,May2008.dta
23674,14may2008,2008,5,14,130,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,72,4900,THRUSH AVE,4900,THRUSH,,,890093.5,1041846,1,May2008.dta
23881,15may2008,2008,5,15,710,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,74,8200,N BROADWAY,8200,N BROADWAY,,,897004.81,1048118,1,May2008.dta
24329,17may2008,2008,5,17,2000,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,37,0,PROSPECT AVE / I 64,0,PROSPECT,,,895428.69,1019049,1,May2008.dta
24567,18may2008,2008,5,18,1930,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,59,3500,DODIER ST,3500,DODIER,,,900487.81,1028028,1,May2008.dta
24619,19may2008,2008,5,19,15,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,74,1300,MCLARAN AVE,1300,MCLARAN,HILLSIDE MANOR,,895302,1049744,1,May2008.dta
24642,19may2008,2008,5,19,600,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,59,3600,N GRAND BLVD,3600,N GRAND,EBONY HOTEL,,900973.88,1029499,1,May2008.dta
24769,19may2008,2008,5,19,2100,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,35,200,CEDAR ST,0,CEDAR,,,909043,1014145,1,May2008.dta
24993,21may2008,2008,5,21,300,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,5,4900,CHRISTY BLVD,4900,CHRISTY,,,884160.5,1001653,1,May2008.dta
25277,22may2008,2008,5,22,1405,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,69,4400,W FLORISSANT AVE,4400,W FLORISSANT,,,898630.31,1036933,1,May2008.dta
25376,23may1999,1999,5,23,1720,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,69,4500,ANDERSON AVE,4500,ANDERSON,,,895834.81,1035789,0,May2008.dta
25483,23may2008,2008,5,23,1500,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,69,4900,MARGARETTA AVE,4900,MARGARETTA,,,892627.13,1035353,1,May2008.dta
26870,31may2004,2004,5,31,1032,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,8,56,4000,LABADIE AVE,4000,LABADIE,,,897347.63,1029433,0,May2008.dta
26906,31may2008,2008,5,31,530,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,3800,S COMPTON AVE,3800,S COMPTON,,,895064,1002937,1,May2008.dta
26910,31may2008,2008,5,31,700,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,33,1400,PEABODY CT,1400,PEABODY CT,,,904308.5,1013741,1,May2008.dta
27007,21jun1999,1999,6,21,1838,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,48,5800,CABANNE AVE,5800,CABANNE,,,880863.69,1029017,0,May2008.dta
27008,24jun1999,1999,6,24,1,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,39,4400,GIBSON AVE,4400,GIBSON,,,889020.13,1018129,0,May2008.dta
27013,18jul2007,2007,7,18,1,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,5,4300,WALLACE AVE,4300,WALLACE,,,886360.88,1001060,0,May2008.dta
27026,01oct2006,2006,10,1,1209,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,61,1200,HOGAN ST,1200,HOGAN,,,905126.63,1021977,0,May2008.dta
27028,10oct2007,2007,10,10,1,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,69,4700,MARGARETTA AVE,4700,MARGARETTA,,,893549.88,1035063,0,May2008.dta
27037,01dec2007,2007,12,1,1,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,22,2700,SALENA ST,2700,SALENA,,,900846.88,1008285,0,May2008.dta
27044,22dec2007,2007,12,22,811,May,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,27,4000,SHAW AVE,4000,SHAW,,,891773.88,1013151,0,May2008.dta
27053,17jan2005,2005,1,17,1,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,4000,CALIFORNIA AVE,4000,CALIFORNIA,,,896796.19,1000975,0,June2008.dta
27061,07feb1984,1984,2,7,1,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,7,48,5600,CABANNE AVE,5600,CABANNE,CABANNE COURT SINCE DEMOLISHED,CABANNE COURT RESIDENCE NOW DEMOLISH,882347.13,1028834,0,June2008.dta
27074,07mar2008,2008,3,7,800,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,8,54,4600,PAGE BLVD,4600,PAGE,,,891050.31,1028200,1,June2008.dta
27099,03apr2004,2004,4,3,1722,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,65,3700,N FLORISSANT AVE,3700,N FLORISSANT,,,904355.63,1029320,0,June2008.dta
27222,21may2008,2008,5,21,300,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,No,Yes,No,-1,1,5,4900,CHRISTY BLVD,4900,CHRISTY,,,884160.5,1001653,1,June2008.dta
27259,24may2008,2008,5,24,1800,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,9,31,2600,SAINT VINCENT AVE,2600,ST VINCENT,,,899797.38,1013914,1,June2008.dta
27301,28may2008,2008,5,28,800,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,66,2000,E OBEAR AVE,2000,OBEAR,,,903209.69,1033402,1,June2008.dta
27693,02jun2008,2008,6,2,700,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,25,3200,ARSENAL ST,3200,ARSENAL,,,895759.38,1008021,1,June2008.dta
28291,05jun2008,2008,6,5,1300,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,19,0,CHEROKEE ST / TEXAS,0,CHEROKEE,,,898448.69,1005146,1,June2008.dta
28580,06jun2008,2008,6,6,2000,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,2,8000,MINNESOTA AVE,8000,MINNESOTA,,,888051.31,987509.5,1,June2008.dta
29262,10jun2008,2008,6,10,1300,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,74,8500,N BROADWAY,8500,N BROADWAY,,,897389.69,1050040,1,June2008.dta
29607,12jun2008,2008,6,12,730,June,2008,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,62,1200,N 7TH ST,1200,N 7TH,,,909067,1020843,1,June2008.dta
