id,dateoccurred,yearoccurred,monthoccurred,dayoccurred,timeoccurred,month,year,ucr,crime,description,newcrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationname,locationcomment,xcoord,ycoord,_source
172578,16oct2010,2010,10,16,2100,October,2010,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,PARKVIEW,,,0,0,October2010.dta
173179,21oct2010,2010,10,21,945,October,2010,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,3,0,0,UNKNOWN,,ANN,,,0,0,October2010.dta
173387,22oct2010,2010,10,22,1300,October,2010,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,0,0,0,CITY OF ST LOUIS,,CITY OF ST LOUIS,,,0,0,October2010.dta
174219,27oct2010,2010,10,27,1500,October,2010,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,0,0,0,UNKNOWN,,,,,0,0,October2010.dta
175024,12oct2010,2010,10,12,2130,November,2010,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,0,0,UNKNOWN,,SCHIRMER,,,0,0,November2010.dta
175064,20oct2010,2010,10,20,2240,November,2010,Aggravated Assault,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,Yes,No,No,1,5,65,0,N. 25TH AT BREMEN,,N. 25TH AT BREMEN,,,0,0,November2010.dta
175065,20oct2010,2010,10,20,2240,November,2010,Aggravated Assault,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,Yes,No,No,1,5,65,0,N. 25TH AT BREMEN,,N. 25TH AT BREMEN,,,0,0,November2010.dta
175237,01nov2010,2010,11,1,600,November,2010,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,5,67,0,FAIRGROUNDS PARK,,KOSSUTH,,,0,0,November2010.dta
176930,12nov2010,2010,11,12,2000,November,2010,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,0,0,9999,UNKNOWN,,21ST,,,0,0,November2010.dta
179609,23nov2010,2010,11,23,900,December,2010,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",No,No,Yes,1,7,48,1019,,,SKINKER,,,0,0,December2010.dta
179673,29nov2010,2010,11,29,1300,December,2010,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,ATHLONE,,,0,0,December2010.dta
180063,03dec2010,2010,12,3,1530,December,2010,Other Assaults,91123,SIMPLE ASSAULT-CHILD/NO INJURY,Yes,No,No,1,0,0,0,UNKNOWN,,CLARK,,,0,0,December2010.dta
180383,05dec2010,2010,12,5,1700,December,2010,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,4,0,0,UNKNOWN,,,,,0,0,December2010.dta
180421,05dec2010,2010,12,5,2200,December,2010,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",Yes,No,No,1,0,0,0,UNKNOWN,,NOTTINGHAM,,,0,0,December2010.dta
181847,17dec2010,2010,12,17,1200,December,2010,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,2,0,0,UNKNOWN,,CLARK,,,0,0,December2010.dta
186820,26jan2011,2011,1,26,100,January,2011,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,0,0,0,UNKNOWN,,,,,0,0,January2011.dta
187552,06dec2010,2010,12,6,1200,January,2011,Larceny,65711,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,No,No,Yes,1,9,31,,,,,,,0,0,January2011.dta
187601,16dec2010,2010,12,16,1500,January,2011,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,No,No,Yes,1,3,19,3309,,,CHIPPEWA,,,0,0,January2011.dta
187700,28dec2010,2010,12,28,123,January,2011,Other Offense,263141,OBSTRUCT GOVRN OP-IMPERSONATION/FALSE,Yes,No,No,1,1,5,,,,,,,0,0,January2011.dta
187760,31dec2010,2010,12,31,900,January,2011,Aggravated Assault,42016,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,No,No,Yes,1,9,77,607,,,GRAND,,,0,0,January2011.dta
187777,31dec2010,2010,12,31,1923,January,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,I 70 WESTBOUND,,GARTH,,,0,0,January2011.dta
187866,17jan2011,2011,1,17,930,February,2011,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",No,No,Yes,1,9,29,,,,,,,0,0,February2011.dta
187980,31jan2010,2010,1,31,2300,February,2011,Other Assaults,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",Yes,No,No,1,7,52,,,,DURANT,,,0,0,February2011.dta
188374,05feb2010,2010,2,5,1948,February,2011,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,No,No,Yes,1,6,76,6142,,,WEST FLORISSANT AVE.,,,0,0,February2011.dta
188467,06feb2011,2011,2,6,541,February,2011,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,4,62,0,I 70 WESTBOUND AT CA,,,,,0,0,February2011.dta
188468,06feb2011,2011,2,6,541,February,2011,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,4,62,0,I 70 WESTBOUND AT CA,,,,,0,0,February2011.dta
188469,06feb2011,2011,2,6,541,February,2011,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,4,62,0,I 70 WESTBOUND AT CA,,,,,0,0,February2011.dta
188470,06feb2011,2011,2,6,541,February,2011,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,4,62,0,I 70 WESTBOUND AT CA,,,,,0,0,February2011.dta
190573,24feb2011,2011,2,24,1700,February,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,GRAND,,,0,0,February2011.dta
191073,28feb2011,2011,2,28,2300,February,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,,,,0,0,February2011.dta
191078,14mar2010,2010,3,14,1530,February,2011,Other Assaults,95100,"STALKING (HARASSMENT ONLY, NO THREAT)",Yes,No,No,1,0,0,0,UNKNOWN,,HICKORY,,,0,0,February2011.dta
191090,26jun2010,2010,6,26,1845,February,2011,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,2,14,,,,,,,0,0,February2011.dta
191123,07aug2010,2010,8,7,30,February,2011,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,7,48,5602,,,ENRIGHT,,,0,0,February2011.dta
191302,16feb2011,2011,2,16,300,March,2011,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,Yes,1,9,38,4132,,,WASHINGTON,,,0,0,March2011.dta
191542,01mar2011,2011,3,1,1800,March,2011,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,1,0,0,UNKNOWN,,,,,0,0,March2011.dta
192223,05mar2011,2011,3,5,2130,March,2011,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",Yes,No,No,1,4,35,999,N 2ND,,N. 1ST,,,0,0,March2011.dta
193126,13mar2011,2011,3,13,100,March,2011,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,0,0,0,UNKNOWN,,,,,0,0,March2011.dta
193140,13mar2011,2011,3,13,500,March,2011,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,7,0,0,UNKNOWN,,PAGE,,,0,0,March2011.dta
193267,14mar2011,2011,3,14,1603,March,2011,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,2,7,5510,,,CHIPPEWA,,,0,0,March2011.dta
194255,21mar2011,2011,3,21,1000,March,2011,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,5,65,0,HYDE PARK,,BREMEN,,,0,0,March2011.dta
195612,31mar2011,2011,3,31,2127,March,2011,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,35,,,,,,,0,0,March2011.dta
195620,31mar2011,2011,3,31,2300,March,2011,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,0,0,0,KINGSHIGHWAY& HARNEY,,EUCLID,,,0,0,March2011.dta
195716,24jan2011,2011,1,24,800,April,2011,Aggravated Assault,44025,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC,No,No,Yes,1,1,3,4026,,,LEONA,,,0,0,April2011.dta
195753,18dec2010,2010,12,18,1200,April,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN LOCATION,,CHOUTEAU,,,0,0,April2011.dta
197022,14apr2011,2011,4,14,700,April,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,8,0,0,UNKNOWN,,SAINT LOUIS,,,0,0,April2011.dta
198018,20apr2011,2011,4,20,1730,April,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,KINGSHIGHWAY,,,0,0,April2011.dta
199335,29apr2011,2011,4,29,2300,April,2011,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,0,0,UNKNOWN,,,,,0,0,April2011.dta
200295,08apr2011,2011,4,8,1800,April,2011,Larceny,69602,"LARCENY-ALL OTHER $500 - $24,999",Yes,No,No,1,3,21,0,I 55 NORTHBOUND,,,,,0,0,April2011.dta
200609,24oct2010,2010,10,24,2014,May,2011,Other Offense,263141,OBSTRUCT GOVRN OP-IMPERSONATION/FALSE,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200610,27oct2010,2010,10,27,1153,May,2011,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200612,18nov2010,2010,11,18,2209,May,2011,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200618,17dec2010,2010,12,17,2309,May,2011,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200619,18dec2010,2010,12,18,802,May,2011,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200621,19dec2010,2010,12,19,1210,May,2011,Other Offense,263141,OBSTRUCT GOVRN OP-IMPERSONATION/FALSE,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200623,22dec2010,2010,12,22,2250,May,2011,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200628,08dec2010,2010,12,8,1238,May,2011,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200631,13feb2011,2011,2,13,826,May,2011,Other Offense,263141,OBSTRUCT GOVRN OP-IMPERSONATION/FALSE,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200650,06feb2011,2011,2,6,1810,May,2011,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200651,06feb2011,2011,2,6,2008,May,2011,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
200918,29apr2011,2011,4,29,2300,May,2011,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,No,No,Yes,1,6,0,,UNKNOWN,,,,,0,0,May2011.dta
200985,09apr2011,2011,4,9,930,May,2011,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,1,0,0,UNKNOWN,,BOWEN,,,0,0,May2011.dta
202760,20may2011,2011,5,20,0,May,2011,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,5,0,0,UNKNOWN,,SULLIVAN,,,0,0,May2011.dta
204613,30may2011,2011,5,30,800,May,2011,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,9,0,0,UNKNOWN,,VANDEVENTER,,,0,0,May2011.dta
204848,04may2011,2011,5,4,1700,May,2011,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,2,0,0,UNKNOWN,,BALDWIN,,,0,0,May2011.dta
205536,09may2011,2011,5,9,1,May,2011,Motor Vehicle Theft,73413,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,Yes,No,No,1,3,21,,SHENANDOAH,,,,,0,0,May2011.dta
205713,25aug2010,2010,8,25,2226,May,2011,Other Offense,263141,OBSTRUCT GOVRN OP-IMPERSONATION/FALSE,Yes,No,No,1,4,35,999,N 2ND ST,,2ND,,,0,0,May2011.dta
205826,12may2011,2011,5,12,1200,June,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,CITY OF ST LOUIS,,CITY OF ST LOUIS,,,0,0,June2011.dta
206995,15jun2011,2011,6,15,1045,June,2011,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,0,0,999,UNKNOWN,,GRAND,,,0,0,June2011.dta
208899,24jun2011,2011,6,24,900,June,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,CITY OF ST LOUIS,,CITY OF ST LOUIS,,,0,0,June2011.dta
208984,25jun2011,2011,6,25,1900,June,2011,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,2,0,0,UNKNOWN,,,,,0,0,June2011.dta
209921,30jun2011,2011,6,30,600,June,2011,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,0,0,0,UNKNOWN,,FARRAR,,,0,0,June2011.dta
211061,25may2011,2011,5,25,2300,July,2011,Weapons,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY,No,No,Yes,1,1,16,3731,,,DELOR,,,0,0,July2011.dta
211304,01jul2011,2011,7,1,134,July,2011,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,44,0,SKINKER AT CLAYTON,,,,,0,0,July2011.dta
214473,21jul2011,2011,7,21,200,July,2011,Robbery,31112,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,Yes,No,No,1,0,0,0,UNKNOWN,,,,,0,0,July2011.dta
216180,13jun2011,2011,6,13,900,August,2011,Aggravated Assault,44015,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,No,No,Yes,1,1,16,3911,,,DUNNICA,,,0,0,August2011.dta
216321,21jul2011,2011,7,21,1310,August,2011,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,1,16,,,,,,,0,0,August2011.dta
216322,21jul2011,2011,7,21,1310,August,2011,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,1,16,,,,,,,0,0,August2011.dta
216323,21jul2011,2011,7,21,1310,August,2011,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,No,No,Yes,1,1,16,,,,,,,0,0,August2011.dta
216485,31jul2011,2011,7,31,1900,August,2011,Other Assaults,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",Yes,No,No,1,0,0,0,UNKNOWN,,DELMAR,,,0,0,August2011.dta
217008,04aug2011,2011,8,4,1100,August,2011,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,4,0,0,UNKNOWN,,COLE,,,0,0,August2011.dta
217639,08aug2011,2011,8,8,1630,August,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,6,86,0,PLOVER AT W. FLORISS,,PLOVER AT W. FLORISS,,,0,0,August2011.dta
218176,11aug2011,2011,8,11,2300,August,2011,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,,,,0,0,August2011.dta
220542,27aug2011,2011,8,27,2100,August,2011,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,0,0,0,UNKNOWN,,,,,0,0,August2011.dta
221085,28apr2008,2008,4,28,1400,September,2011,Offenses Against The Family,204100,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,No,No,Yes,1,7,50,5861,,,SELBER,,,0,0,September2011.dta
221221,15aug2011,2011,8,15,1900,September,2011,Other Offense,263120,OBSTRUCT GOVRN OP-FALSE REPORT,No,No,Yes,1,9,28,4316,,,MCREE,,,0,0,September2011.dta
221780,03sep2011,2011,9,3,1200,September,2011,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,0,0,0,UNKNOWN,,BELT,,,0,0,September2011.dta
222993,12sep2011,2011,9,12,1200,September,2011,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,1,0,0,UNKNOWN,,FILLMORE,,,0,0,September2011.dta
223833,18sep2011,2011,9,18,1730,September,2011,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,7,50,0,NORTHLAND AT UNION,,,,,0,0,September2011.dta
224306,22sep2011,2011,9,22,1050,September,2011,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,3,26,0,COMPTON AND RUSSELL,,SHAW,,,0,0,September2011.dta
224485,23sep2011,2011,9,23,1730,September,2011,Larceny,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",Yes,No,No,1,3,0,0,UNKNOWN,,CONNECTICUT,,,0,0,September2011.dta
224743,25sep2011,2011,9,25,200,September,2011,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,3,0,0,UNKNOWN,,,,,0,0,September2011.dta
225732,22sep2011,2011,9,22,1500,October,2011,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,1,0,0,UNKNOWN,,DEWEY,,,0,0,October2011.dta
226590,06oct2011,2011,10,6,300,October,2011,Sex Offenses,174200,SEX OFFNS-DEV SX ASLT/2ND/SUS-16/VIC-16/NO FOR,Yes,No,No,1,2,13,0,S 59TH ST,,,,,0,0,October2011.dta
227328,11oct2011,2011,10,11,1340,October,2011,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,0,0,0,UNKNOWN,,EAST GRAND,,,0,0,October2011.dta
228995,23oct2011,2011,10,23,1900,October,2011,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,CLARK,,,0,0,October2011.dta
229397,26oct2011,2011,10,26,1630,October,2011,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,0,0,UNKNOWN,,13TH,,,0,0,October2011.dta
230358,26oct2011,2011,10,26,1935,November,2011,Robbery,32111,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,No,No,Yes,1,3,24,1933,,,CALIFORNIA,,,0,0,November2011.dta
230369,27oct2011,2011,10,27,2110,November,2011,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,No,No,Yes,1,3,25,,,,,,,0,0,November2011.dta
231823,11nov2011,2011,11,11,540,November,2011,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,4,0,0,UNKNOWN,,,,,0,0,November2011.dta
234350,20may2011,2011,5,20,530,December,2011,Aggravated Assault,43016,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,Yes,No,No,1,1,4,7510,,,MORGANFORD,,,0,0,December2011.dta
234351,20may2011,2011,5,20,530,December,2011,Aggravated Assault,43026,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,No,No,Yes,1,1,4,7510,,,MORGANFORD,,,0,0,December2011.dta
234455,01nov2011,2011,11,1,830,December,2011,Aggravated Assault,41015,ASSLT-AGGRAV-FIREARM-2ND-ADULT-DOMESTIC,Yes,No,No,1,4,33,,TRUMAN PARK,,LASALLE,,,0,0,December2011.dta
234619,27nov2011,2011,11,27,1300,December,2011,Larceny,69602,"LARCENY-ALL OTHER $500 - $24,999",No,No,Yes,1,9,0,0,UNKNOWN,,MCPHERSON,,,0,0,December2011.dta
239117,09jan2012,2012,1,9,845,January,2012,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,9,0,0,UNKNOWN,,TAYLOR,,,0,0,January2012.dta
239908,17jan2012,2012,1,17,658,January,2012,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,0,0,0,CITY OF ST LOUIS,,CITY OF ST LOUIS,,,0,0,January2012.dta
239995,18jan2012,2012,1,18,130,January,2012,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,0,0,0,UNKNOWN,,,,,0,0,January2012.dta
240297,21jan2012,2012,1,21,700,January,2012,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,4,0,0,UNKNOWN,,BEACON,,,0,0,January2012.dta
240318,21jan2012,2012,1,21,1600,January,2012,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,AUBERT,,,0,0,January2012.dta
241662,22dec2011,2011,12,22,50,January,2012,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,1,2,120,,,CATALAN,,,0,0,January2012.dta
242065,01feb2012,2012,2,1,1430,February,2012,Sex Offenses,171300,SEX OFFNS-STATUATORY RAPE/SECOND,Yes,No,No,1,4,0,0,UNKNOWN,,,,,0,0,February2012.dta
242933,10feb2012,2012,2,10,500,February,2012,Sex Offenses,172100,SEX OFFNS-SODOMY/FORCIBLE,Yes,No,No,1,1,3,0,S. GRAND AND WILMING,,4TH,,,0,0,February2012.dta
243404,15feb2012,2012,2,15,1610,February,2012,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,6,0,0,UNKNOWN,,,,,0,0,February2012.dta
245026,01oct2011,2011,10,1,1,February,2012,Sex Offenses,172100,SEX OFFNS-SODOMY/FORCIBLE,Yes,No,No,1,0,0,0,UNKNOWN,,UNKNOWN,,,0,0,February2012.dta
245259,25feb2012,2012,2,25,1330,March,2012,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",No,No,Yes,1,7,52,5135,,,NORTHLAND,,,0,0,March2012.dta
246091,07mar2012,2012,3,7,1,March,2012,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,EUCLID,,,0,0,March2012.dta
246610,11mar2012,2012,3,11,1,March,2012,Aggravated Assault,42011,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,0,0,0,UNKNOWN,,,,,0,0,March2012.dta
249475,29feb2012,2012,2,29,350,April,2012,Aggravated Assault,42015,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,No,No,Yes,1,5,83,,,,,,,0,0,April2012.dta
249820,01apr2012,2012,4,1,2000,April,2012,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,6,0,0,WIEN,,LILLIAN,,,0,0,April2012.dta
249906,02apr2012,2012,4,2,1100,April,2012,Larceny,63701,LARCENY-SHOPLIFT UNDER $500,Yes,No,No,1,1,0,0,UNKNOWN,,MARCEAU,,,0,0,April2012.dta
250386,05apr2012,2012,4,5,1500,April,2012,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,2,0,0,UNKNOWN,,LOUGHBOROUGH,,,0,0,April2012.dta
251982,15apr2012,2012,4,15,1740,April,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,0,0,UNKNOWN,,KISLING,,,0,0,April2012.dta
252534,18apr2012,2012,4,18,2345,April,2012,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,0,0,0,CITY OF ST LOUIS,,CITY OF ST LOUIS,,,0,0,April2012.dta
252742,20apr2012,2012,4,20,800,April,2012,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,3,19,0,UNKNOWN WINNEBAGO,,BURGEN,,,0,0,April2012.dta
253904,28apr2012,2012,4,28,1330,April,2012,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,0,0,0,UNKNOWN,,UNKNOWN,,,0,0,April2012.dta
254419,20apr2012,2012,4,20,2000,May,2012,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,0,0,0,UNKNOWN,,DELMAR,,,0,0,May2012.dta
254484,27apr2012,2012,4,27,2000,May,2012,Motor Vehicle Theft,73413,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,No,No,Yes,1,9,77,,,,,,,0,0,May2012.dta
255724,08may2012,2012,5,8,1830,May,2012,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,6,0,0,UNKNOWN,,CLARK,,,0,0,May2012.dta
256190,11may2012,2012,5,11,1800,May,2012,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,4,0,0,UNKNOWN,,MIAMI,,,0,0,May2012.dta
256287,12may2012,2012,5,12,1100,May,2012,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,0,0,0,CITY OF ST LOUIS,,CITY OF ST LOUIS,,,0,0,May2012.dta
256296,12may2012,2012,5,12,1200,May,2012,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,0,0,0,CITY OF ST LOUIS,,CITY OF ST LOUIS,,,0,0,May2012.dta
257043,17may2012,2012,5,17,1100,May,2012,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,7,0,0,ST. LOUIS,,ST. LOUIS,,,0,0,May2012.dta
257182,18may2012,2012,5,18,721,May,2012,Frauds,112010,FRAUD-CREDIT DEVICE/OVER $150,Yes,No,No,1,1,0,0,UNKNOWN,,BROADWAY,,,0,0,May2012.dta
258104,24may2012,2012,5,24,1200,May,2012,Larceny,69602,"LARCENY-ALL OTHER $500 - $24,999",Yes,No,No,1,5,0,0,UNKNOWN,,GRAND,,,0,0,May2012.dta
258945,30may2012,2012,5,30,1200,May,2012,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,1,0,0,UNKNOWN,,ALEXANDER,,,0,0,May2012.dta
259175,01feb2012,2012,2,1,1,June,2012,Sex Offenses,179210,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,No,No,Yes,1,0,0,,,,SCHOOL,,,0,0,June2012.dta
259297,15may2012,2012,5,15,0,June,2012,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,9,0,0,UNKNOWN,,NORFOLK,,,0,0,June2012.dta
259396,27may2012,2012,5,27,2330,June,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,0,0,UNKNOWN,,SUBLETTE,,,0,0,June2012.dta
